id,title,description,availability,condition,price,link,image_link,brand,item_group_id,product_type,gtin,mpn
rte-ayam-kuning__akb-pkt,Ayam Kuning Berempah 秘制黄焖鸡 (200g * Pkt),"Malaysian-Chinese fusion stewed yellow gravy chicken cooked with ginger, garlic, and fresh turmeric roots. 融合黄姜、生姜与大蒜，文火慢煨黄焖鸡，色泽金黄，浓香粘稠。",in stock,new,6.80 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1562967914-608f82629710?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,rte-ayam-kuning,Ready To Eat Meals / 中式料理包,9551789217192,
rte-ayam-kuning__akb-ctn,Ayam Kuning Berempah 秘制黄焖鸡 (20Pkt * Ctn),"Malaysian-Chinese fusion stewed yellow gravy chicken cooked with ginger, garlic, and fresh turmeric roots. 融合黄姜、生姜与大蒜，文火慢煨黄焖鸡，色泽金黄，浓香粘稠。",in stock,new,136.00 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1562967914-608f82629710?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,rte-ayam-kuning,Ready To Eat Meals / 中式料理包,,9551789217192-akb-ctn
sauce-kolagen-ayam__ska-pkt,Sup Kolagen Ayam Emas 金汤花胶鸡汤底 (1kg * Pkt),Luxurious Golden Chicken soup base packed with collagen from hours of slow simmering marrow bone broth. 精选老母鸡慢熬数小时，汤色金黄亮泽，胶原蛋白满满，鲜美浓醇。,in stock,new,36.00 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1547592180-85f173990554?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,sauce-kolagen-ayam,Premium Hotpot Soups & Sauces / 火锅底料 & 酱料,9551738298371,
sauce-kolagen-ayam__ska-ctn,Sup Kolagen Ayam Emas 金汤花胶鸡汤底 (1kg * 12Pkt * Ctn),Luxurious Golden Chicken soup base packed with collagen from hours of slow simmering marrow bone broth. 精选老母鸡慢熬数小时，汤色金黄亮泽，胶原蛋白满满，鲜美浓醇。,in stock,new,430.00 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1547592180-85f173990554?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,sauce-kolagen-ayam,Premium Hotpot Soups & Sauces / 火锅底料 & 酱料,,9551738298371-ska-ctn
sauce-jeruk-sayur__sjs-pkt,Sup Jeruk Sayur 正宗酸菜鱼汤底 (1kg * Pkt),"Tangy, spicy Sichuan fermented mustard green hotpot soup base. A classic savory sensation. 四川老坛酸菜酿造，微辣清酸，熬制高汤开胃生津，涮鱼绝配。",in stock,new,28.00 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1547928500-4722f55cd91e?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,sauce-jeruk-sayur,Premium Hotpot Soups & Sauces / 火锅底料 & 酱料,9551738298388,
sauce-jeruk-sayur__sjs-ctn,Sup Jeruk Sayur 正宗酸菜鱼汤底 (1kg * 12Pkt * Ctn),"Tangy, spicy Sichuan fermented mustard green hotpot soup base. A classic savory sensation. 四川老坛酸菜酿造，微辣清酸，熬制高汤开胃生津，涮鱼绝配。",in stock,new,330.00 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1547928500-4722f55cd91e?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,sauce-jeruk-sayur,Premium Hotpot Soups & Sauces / 火锅底料 & 酱料,,9551738298388-sjs-ctn
sauce-tomato__st-pkt,Sup Tomato 鲜番茄火锅底料 (1kg * Pkt),"Rich, sweet, and tangy premium hotpot soup base made of sun-ripened fresh tomato puree. 采用阳光熟番茄打磨熬制，酸爽香甜，浓郁浓稠，营养健康。",in stock,new,28.00 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1546069901-ba9599a7e63c?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,sauce-tomato,Premium Hotpot Soups & Sauces / 火锅底料 & 酱料,9551738298395,
sauce-tomato__st-ctn,Sup Tomato 鲜番茄火锅底料 (1kg * 10Pkt * Ctn),"Rich, sweet, and tangy premium hotpot soup base made of sun-ripened fresh tomato puree. 采用阳光熟番茄打磨熬制，酸爽香甜，浓郁浓稠，营养健康。",in stock,new,280.00 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1546069901-ba9599a7e63c?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,sauce-tomato,Premium Hotpot Soups & Sauces / 火锅底料 & 酱料,,9551738298395-st-ctn
sauce-ayam-masam-pedas__samp-pkt,Sup Ayam Masam Pedas 泡椒酸辣鸡汤底 (2kg * Pkt),"A punchy, dynamic hotpot base featuring pickled wild peppers. Extra tangy, sour and hot. 正宗四川泡椒调味，酸辣带劲，回甘清爽，酣畅淋漓。",in stock,new,56.00 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1547592180-85f173990554?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,sauce-ayam-masam-pedas,Premium Hotpot Soups & Sauces / 火锅底料 & 酱料,9551738298302,
sauce-ayam-masam-pedas__samp-ctn,Sup Ayam Masam Pedas 泡椒酸辣鸡汤底 (2kg * 12Pkt * Ctn),"A punchy, dynamic hotpot base featuring pickled wild peppers. Extra tangy, sour and hot. 正宗四川泡椒调味，酸辣带劲，回甘清爽，酣畅淋漓。",in stock,new,672.00 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1547592180-85f173990554?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,sauce-ayam-masam-pedas,Premium Hotpot Soups & Sauces / 火锅底料 & 酱料,,9551738298302-samp-ctn
sauce-mala-pedas__smp-pkt,Sup Sichuan Mala Pedas 川味麻辣火锅底料 (1kg * Pkt),"The ultimate numbingly hot Sichuan Mala soup block. Rich oil, loaded with peppercorns and dried chili. 正宗川蜀牛油/植物油麻辣底料，辣而不燥，麻味绵长。",in stock,new,28.00 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1513456852971-30c0b8199d4d?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,sauce-mala-pedas,Premium Hotpot Soups & Sauces / 火锅底料 & 酱料,9551738298319,
sauce-mala-pedas__smp-ctn,Sup Sichuan Mala Pedas 川味麻辣火锅底料 (1kg * 10Pkt * Ctn),"The ultimate numbingly hot Sichuan Mala soup block. Rich oil, loaded with peppercorns and dried chili. 正宗川蜀牛油/植物油麻辣底料，辣而不燥，麻味绵长。",in stock,new,280.00 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1513456852971-30c0b8199d4d?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,sauce-mala-pedas,Premium Hotpot Soups & Sauces / 火锅底料 & 酱料,,9551738298319-smp-ctn
sauce-minyak-cili__mcm-pkt,Minyak Cili Merah 特级秘制红辣椒油 (500g * Pkt),"Deep red, immensely fragrant seasoned chili oil. Packed with toasted chili flakes and spices. 红亮剔透，辣油鲜美，拌面、蘸饺子、凉拌菜绝佳调味品。",in stock,new,18.00 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1588166524941-3bf61a9c41db?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,sauce-minyak-cili,Premium Hotpot Soups & Sauces / 火锅底料 & 酱料,9556789876875,
sauce-minyak-cili__mcm-ctn,Minyak Cili Merah 特级秘制红辣椒油 (500g * 12Pkt * Ctn),"Deep red, immensely fragrant seasoned chili oil. Packed with toasted chili flakes and spices. 红亮剔透，辣油鲜美，拌面、蘸饺子、凉拌菜绝佳调味品。",in stock,new,210.00 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1588166524941-3bf61a9c41db?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,sauce-minyak-cili,Premium Hotpot Soups & Sauces / 火锅底料 & 酱料,,9556789876875-mcm-ctn
sauce-sos-bawang-putih__sbp-pkt,Sos Bawang Putih 黄金蒜蓉蘸酱 (500g * Pkt),"Thick, fragrant golden garlic sauce. Ideal condiment for steam seafood, hotpot dipping, or stir-fries. 精研生蒜慢火熬制，辟腥提鲜，蒜香饱满持久。",in stock,new,18.00 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1540189549336-e6e99c3679fe?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,sauce-sos-bawang-putih,Premium Hotpot Soups & Sauces / 火锅底料 & 酱料,9556789876868,
sauce-sos-bawang-putih__sbp-ctn,Sos Bawang Putih 黄金蒜蓉蘸酱 (500g * 12Pkt * Ctn),"Thick, fragrant golden garlic sauce. Ideal condiment for steam seafood, hotpot dipping, or stir-fries. 精研生蒜慢火熬制，辟腥提鲜，蒜香饱满持久。",in stock,new,210.00 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1540189549336-e6e99c3679fe?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,sauce-sos-bawang-putih,Premium Hotpot Soups & Sauces / 火锅底料 & 酱料,,9556789876868-sbp-ctn
diperap-isi-ikan__iid-pkt,Isi Ikan Diperap 秘制腌制鱼片 (250g * pck),"Velvety tender fish fillets pre-marinated to retain moisture. Perfect for hotpot, acid-soup or stir fry. 鱼肉软嫩，秘法腌制，不散不老，下锅即熟，口感滑溜。",in stock,new,8.60 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1519708227418-c8fd9a32b7a2?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,diperap-isi-ikan,Marinated Meats / 秘制腌制肉片,9556321012303,
diperap-isi-ikan__iid-ctn,Isi Ikan Diperap 秘制腌制鱼片 (40pck * ctn),"Velvety tender fish fillets pre-marinated to retain moisture. Perfect for hotpot, acid-soup or stir fry. 鱼肉软嫩，秘法腌制，不散不老，下锅即熟，口感滑溜。",in stock,new,344.00 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1519708227418-c8fd9a32b7a2?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,diperap-isi-ikan,Marinated Meats / 秘制腌制肉片,,9556321012303-iid-ctn
diperap-daging__did-pkt,Daging Diperap 秘制腌制牛肉片 (500g * pck),"Juicy, thinly sliced beef cuts beautifully tenderized and marinated. Cook in seconds. 精切嫩肉片，肉质嫩滑多汁，火锅涮肉、爆炒皆宜。",in stock,new,22.00 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1603048588665-791ca8aea617?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,diperap-daging,Marinated Meats / 秘制腌制肉片,9556321012334,
diperap-daging__did-2kg,Daging Diperap 秘制腌制牛肉片 (2kg * pck),"Juicy, thinly sliced beef cuts beautifully tenderized and marinated. Cook in seconds. 精切嫩肉片，肉质嫩滑多汁，火锅涮肉、爆炒皆宜。",in stock,new,80.00 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1603048588665-791ca8aea617?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,diperap-daging,Marinated Meats / 秘制腌制肉片,,9556321012334-did-2kg
diperap-kambing__kid-pkt,Kambing Diperap 秘制腌制羊肉片 (500g * pck),Succulent mutton slices tenderly prepared with herbs to neutralize gamey aroma. Fragrant and delicious. 优质羊肉切片，秘制调料去膻味，肉香醇厚，烧烤爆炒首选。,in stock,new,30.00 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1514516345957-556ca7d90a29?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,diperap-kambing,Marinated Meats / 秘制腌制肉片,9556321012327,
diperap-kambing__kid-2kg,Kambing Diperap 秘制腌制羊肉片 (2kg * pck),Succulent mutton slices tenderly prepared with herbs to neutralize gamey aroma. Fragrant and delicious. 优质羊肉切片，秘制调料去膻味，肉香醇厚，烧烤爆炒首选。,in stock,new,120.00 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1514516345957-556ca7d90a29?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,diperap-kambing,Marinated Meats / 秘制腌制肉片,,9556321012327-kid-2kg
tea-ba-bao__tbb-pkt,Daun Teh Ba Bao 经典八宝茶 (25g * pck),"Traditional wellness tea blend with red dates, wolfberries, longan, rock sugar, chrysanthemum, and green tea. 红枣、枸杞、龙眼、冰糖、菊花与绿茶融为一体，甘甜清爽。",in stock,new,5.00 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1576092768241-dec231879fc3?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,tea-ba-bao,Flower Tea / 花茶,9551045275607,
tea-ba-bao__tbb-ctn,Daun Teh Ba Bao 经典八宝茶 (30pck * ctn),"Traditional wellness tea blend with red dates, wolfberries, longan, rock sugar, chrysanthemum, and green tea. 红枣、枸杞、龙眼、冰糖、菊花与绿茶融为一体，甘甜清爽。",in stock,new,150.00 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1576092768241-dec231879fc3?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,tea-ba-bao,Flower Tea / 花茶,,9551045275607-tbb-ctn
tea-wolfberry__twb-pkt,Daun Teh Wolfberry 润燥美目茶 (25g * pck),Nourishing botanical blend designed to soothe eyes and hydrate the body. Loaded with premium goji berries. 特调配方，明目润燥，茶汤澄澈甜润，手机族、电脑族必备。,in stock,new,4.00 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1597481499750-3e6b22637e12?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,tea-wolfberry,Flower Tea / 花茶,9551045275638,
tea-wolfberry__twb-ctn,Daun Teh Wolfberry 润燥美目茶 (30pck * ctn),Nourishing botanical blend designed to soothe eyes and hydrate the body. Loaded with premium goji berries. 特调配方，明目润燥，茶汤澄澈甜润，手机族、电脑族必备。,in stock,new,120.00 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1597481499750-3e6b22637e12?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,tea-wolfberry,Flower Tea / 花茶,,9551045275638-twb-ctn
tea-roselle__tr-pkt,Daun Teh Roselle 洛神花草茶 (25g * pck),Tangy-sweet herbal tea made from dried roselle calyces. Vibrant red and full of antioxidants. 自然酸甜，呈红宝石般瑰丽色彩，解腻生津，抗氧好帮手。,in stock,new,4.00 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1506084868230-bb9d95c24759?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,tea-roselle,Flower Tea / 花茶,9551045275645,
tea-roselle__tr-ctn,Daun Teh Roselle 洛神花草茶 (30pck * ctn),Tangy-sweet herbal tea made from dried roselle calyces. Vibrant red and full of antioxidants. 自然酸甜，呈红宝石般瑰丽色彩，解腻生津，抗氧好帮手。,in stock,new,120.00 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1506084868230-bb9d95c24759?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,tea-roselle,Flower Tea / 花茶,,9551045275645-tr-ctn
tea-bunga-kekwa__tbk-pkt,Daun Teh Bunga Kekwa 清火菊花茶 (25g * pck),Refreshing aromatic tea made from selected golden chrysanthemum flowers. Clears summer heat. 精选金丝黄菊，清香悠长，清热解毒，夏日防暑常备。,in stock,new,4.00 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1563245372-f21724e3856d?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,tea-bunga-kekwa,Flower Tea / 花茶,9551045275669,
tea-bunga-kekwa__tbk-ctn,Daun Teh Bunga Kekwa 清火菊花茶 (30pck * ctn),Refreshing aromatic tea made from selected golden chrysanthemum flowers. Clears summer heat. 精选金丝黄菊，清香悠长，清热解毒，夏日防暑常备。,in stock,new,120.00 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1563245372-f21724e3856d?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,tea-bunga-kekwa,Flower Tea / 花茶,,9551045275669-tbk-ctn
herbal-sup-kelapa__sak-pkt,Sup Ayam Kelapa 椰子炖鸡汤底包 (400g * Pkt),Refreshing sweet herbal base with coconut flavors. Brings island warmth and sweetness to chicken soup. 清甜椰香高汤包，蕴含椰肉与天然草本，汤头鲜甜清润。,in stock,new,8.50 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1547592180-85f173990554?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,herbal-sup-kelapa,Herbal Soup Pack / 养生汤包,9551738298623,
herbal-sup-susu-harimau__scs-pkt,Sup Ayam Cendawan Susu Harimau 虎乳芝养肺鸡汤包 (400g * Pkt),Precious Tiger Milk Mushroom (Cendawan Susu Harimau) boiled to boost lung health and immunity. 大马国宝级药材“虎乳芝”特配高汤包，润肺止咳，提升免疫力。,in stock,new,8.50 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1547928500-4722f55cd91e?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,herbal-sup-susu-harimau,Herbal Soup Pack / 养生汤包,9551738298548,
herbal-sup-tianma__srt-pkt,Sup Rempah Tianma Tradisi 天麻安神补脑汤包 (400g * Pkt),"A traditional herbal blend highlighting Gastrodia (Tianma) to soothe headaches, improve sleep and focus. 精配天麻中草药，宁神安脑，缓解头痛头晕，清心醒脑。",in stock,new,8.50 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1546069901-ba9599a7e63c?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,herbal-sup-tianma,Herbal Soup Pack / 养生汤包,9551738298425,
herbal-sup-bajitian__srb-pkt,Sup Rempah Bajitian 巴戟天强肾壮骨汤包 (400g * Pkt),"Nourishing soup base highlighting Morinda Root (Bajitian) to strengthen lower back, joints and energy. 巴戟天经典药膳包，强筋骨、壮腰膝，消除疲劳，增强体力。",in stock,new,8.50 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1541696432-82c6da8ce7bf?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,herbal-sup-bajitian,Herbal Soup Pack / 养生汤包,9551738298494,
herbal-sup-cordyceps__src-pkt,Sup Rempah Cendawan Cordyceps 虫草花补肺滋肾汤包 (400g * Pkt),Vibrant golden cordyceps flowers matched with supporting herbs to nurture kidney and respiratory functions. 精选金黄虫草花，色泽诱人，滋阴润肺，益肾养颜。,in stock,new,8.50 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1547928500-4722f55cd91e?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,herbal-sup-cordyceps,Herbal Soup Pack / 养生汤包,9551738298456,
herbal-sup-goji-kekwa__sag-pkt,Sup Ayam Goji & Kekwa 枸杞菊花明目鸡汤包 (400g * Pkt),Eye-care specialty herbal soup pack. Golden sweet wolfberry and crisp cooling chrysanthemum flavor. 清火明目特调，枸杞蜜香加小黄菊清凉，汤感清爽微甘。,in stock,new,8.50 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1600271886742-f049cd451bba?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,herbal-sup-goji-kekwa,Herbal Soup Pack / 养生汤包,9551738298616,
seasoning-lanzhou__sml-pkt,Serbuk Perencah Mi Lanzhou 兰州牛肉面调料包 (500g * Pkt),The secret spice mix of Lanzhou beef ramen. Deeply flavorful blend of 15 authentic dry spices. 十五种传统天然香料黄金配比，一包还原正宗兰州拉面清香高汤底。,in stock,new,30.00 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1569718212165-3a8278d5f624?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,seasoning-lanzhou,Gourmet Seasoning / 风味调味料,9550318268582,
seasoning-lanzhou__sml-ctn,Serbuk Perencah Mi Lanzhou 兰州牛肉面调料包 (500g * 12Pkt * Ctn),The secret spice mix of Lanzhou beef ramen. Deeply flavorful blend of 15 authentic dry spices. 十五种传统天然香料黄金配比，一包还原正宗兰州拉面清香高汤底。,in stock,new,350.00 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1569718212165-3a8278d5f624?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,seasoning-lanzhou,Gourmet Seasoning / 风味调味料,,9550318268582-sml-ctn
seasoning-bbq__sbb-pkt,Serbuk Perisa BBQ 经典风味烧烤撒料包 (500g * Pkt),"Savory, sweet, smoky barbecue dry-rub powder. Perfect for skewered chicken, meats or fries. 咸甜微熏，香气四溢。最适宜作为烧烤肉串、海鲜或炸物撒粉。",in stock,new,30.00 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1544025162-d76694265947?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,seasoning-bbq,Gourmet Seasoning / 风味调味料,9551789218021,
seasoning-bbq__sbb-ctn,Serbuk Perisa BBQ 经典风味烧烤撒料包 (500g * 12Pkt * Ctn),"Savory, sweet, smoky barbecue dry-rub powder. Perfect for skewered chicken, meats or fries. 咸甜微熏，香气四溢。最适宜作为烧烤肉串、海鲜或炸物撒粉。",in stock,new,350.00 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1544025162-d76694265947?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,seasoning-bbq,Gourmet Seasoning / 风味调味料,,9551789218021-sbb-ctn
seasoning-mala-bbq__smb-pkt,Serbuk Perisa Mala BBQ 秘制麻辣烧烤撒料包 (500g * Pkt),Zesty Sichuan pepper and red chili dry seasoning powder. Adds a punchy numbing thrill to bbq skewers. 精选汉源花椒与二荆条红椒打磨，麻辣过瘾，激发肉食深层香味。,in stock,new,30.00 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1596797038530-2c107229654b?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,seasoning-mala-bbq,Gourmet Seasoning / 风味调味料,,AEM-ML-BBQ-smb-pkt
seasoning-mala-bbq__smb-ctn,Serbuk Perisa Mala BBQ 秘制麻辣烧烤撒料包 (500g * 12Pkt * Ctn),Zesty Sichuan pepper and red chili dry seasoning powder. Adds a punchy numbing thrill to bbq skewers. 精选汉源花椒与二荆条红椒打磨，麻辣过瘾，激发肉食深层香味。,in stock,new,350.00 MYR,https://alekhlasfood.com/#catalog,https://images.unsplash.com/photo-1596797038530-2c107229654b?auto=format&fit=crop&w=600&q=80,AEM Frozen Food,seasoning-mala-bbq,Gourmet Seasoning / 风味调味料,,AEM-ML-BBQ-smb-ctn
